구분,과정구분,대계열,대계열코드,중계열,중계열코드,소계열,소계열코드,학과명,학과코드
다,대학원과정,사회계열,2,사회과학,203,행정학,20307,해양산업정책학과,G02030700364
다,대학원과정,사회계열,2,사회과학,203,행정학,20307,로컬거버넌스학과,G02030700365
다,대학원과정,사회계열,2,사회과학,203,행정학,20307,행정대학원,G02030700366
다,대학원과정,사회계열,2,사회과학,203,행정학,20307,영사행정학과,G02030700367
다,대학원과정,교육계열,3,교육일반,301,교육학,30101,교직과,G03010100236
다,대학원과정,교육계열,3,교육일반,301,교육학,30101,창의성・영재교육전공,G03010100237
다,대학원과정,교육계열,3,교육일반,301,교육학,30101,교육행정・리더십전공,G03010100238
다,대학원과정,교육계열,3,교육일반,301,교육학,30101,교육심리 및 교육상담전공,G03010100239
다,대학원과정,교육계열,3,교육일반,301,교육학,30101,교육방법 및 교육공학전공,G03010100240
다,대학원과정,교육계열,3,교육일반,301,교육학,30101,청소년교육방법전공,G03010100241
다,대학원과정,교육계열,3,교육일반,301,교육학,30101,국제교육개발협력전공,G03010100242
다,대학원과정,교육계열,3,교육일반,301,교육학,30101,상담교육심리전공,G03010100243
다,대학원과정,교육계열,3,교육일반,301,교육학,30101,교육행정・정책 전공,G03010100244
다,대학원과정,교육계열,3,교육일반,301,교육학,30101,융합교육학과,G03010100245
다,대학원과정,교육계열,3,유아교육,302,유아교육학,30201,유아.숲.자연교육학과(협동과정),G03020100048
다,대학원과정,교육계열,3,유아교육,302,유아교육학,30201,영유아교육학과,G03020100049
다,대학원과정,교육계열,3,유아교육,302,유아교육학,30201,유아과학교육전공,G03020100050
다,대학원과정,교육계열,3,유아교육,302,유아교육학,30201,유아교육기관경영전공,G03020100051
다,대학원과정,교육계열,3,유아교육,302,유아교육학,30201,유초등중국어교육학과,G03020100052
다,대학원과정,교육계열,3,특수교육,303,특수교육학,30301,발달장애지원학과,G03030100052
다,대학원과정,교육계열,3,특수교육,303,특수교육학,30301,장애아동보육학과,G03030100053
다,대학원과정,교육계열,3,특수교육,303,특수교육학,30301,초등특수교육및학습행동전문가전공,G03030100054
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,소프트웨어교육전공,G03040100055
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,수업코칭전공,G03040100056
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,발명교육전공,G03040100057
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,유아동미술교육,G03040100058
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,글로벌교사교육전공,G03040100059
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,진로교육상담전공,G03040100060
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,글로컬시민교육,G03040100061
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,진로체험및초등실과교육,G03040100062
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,시각환경디자인교육전공,G03040100063
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,정보융합교육전공,G03040100064
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,아동문학전공,G03040100065
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,생활융합교육전공,G03040100066
다,대학원과정,교육계열,3,초등교육,304,초등교육학,30401,건강스포츠교육전공,G03040100067
다,대학원과정,교육계열,3,중등교육,305,언어교육,30501,독서・논술・창작교육전공,G03050100078
다,대학원과정,교육계열,3,중등교육,305,인문교육,30502,문화콘텐츠교육전공,G03050200054
다,대학원과정,교육계열,3,중등교육,305,사회교육,30503,통합사회교육전공,G03050300045
다,대학원과정,교육계열,3,중등교육,305,공학교육,30504,정보전자교육전공,G03050400049
다,대학원과정,교육계열,3,중등교육,305,자연계교육,30505,통합과학교육전공,G03050500107
다,대학원과정,공학계열,4,건축,401,건축ㆍ 설비공학,40101,ICT융복합내진・초고층공학과,G04010100078
다,대학원과정,공학계열,4,건축,401,건축ㆍ 설비공학,40101,건설재료공학전공,G04010100079
다,대학원과정,공학계열,4,건축,401,건축ㆍ 설비공학,40101,건설융합공학과,G04010100080
다,대학원과정,공학계열,4,건축,401,건축ㆍ 설비공학,40101,건축도시시스템공학과,G04010100081
다,대학원과정,공학계열,4,건축,401,건축ㆍ 설비공학,40101,스마트도시・건설융합,G04010100082
다,대학원과정,공학계열,4,건축,401,건축ㆍ 설비공학,40101,건축환경・설비공학과,G04010100083
다,대학원과정,공학계열,4,건축,401,건축ㆍ 설비공학,40101,주택도시개발・관리학과,G04010100084
다,대학원과정,공학계열,4,건축,401,건축ㆍ 설비공학,40101,주택도시건축공학과,G04010100085
다,대학원과정,공학계열,4,건축,401,건축학,40102,건축및건축공학과(학연산협동과정),G04010200045
다,대학원과정,공학계열,4,건축,401,건축학,40102,주택・건축디자인학과,G04010200046
다,대학원과정,공학계열,4,건축,401,건축학,40102,해양문화디자인융복합전공,G04010200047
다,대학원과정,공학계열,4,건축,401,건축학,40102,전통건축학과,G04010200048
다,대학원과정,공학계열,4,건축,401,조경학,40103,조경건설공학과,G04010300015
다,대학원과정,공학계열,4,토목ㆍ도시,402,토목공학,40201,지질과학공학과,G04020100110
다,대학원과정,공학계열,4,토목ㆍ도시,402,토목공학,40201,사회환경플랜트공학과,G04020100111
다,대학원과정,공학계열,4,토목ㆍ도시,402,토목공학,40201,인프라시스템공학과,G04020100112
다,대학원과정,공학계열,4,토목ㆍ도시,402,도시공학,40202,재난안전학과,G04020200074
다,대학원과정,공학계열,4,토목ㆍ도시,402,도시공학,40202,방재안전공학과,G04020200075
다,대학원과정,공학계열,4,토목ㆍ도시,402,도시공학,40202,도시기반학과,G04020200076
다,대학원과정,공학계열,4,토목ㆍ도시,402,도시공학,40202,공간정보전공,G04020200077
다,대학원과정,공학계열,4,토목ㆍ도시,402,도시공학,40202,도시개발・정책학과,G04020200078
다,대학원과정,공학계열,4,토목ㆍ도시,402,도시공학,40202,스마트시티안전융합학과,G04020200079
다,대학원과정,공학계열,4,교통ㆍ운송,403,항공학,40302,우주탐사공학학제전공,G04030200048
다,대학원과정,공학계열,4,기계ㆍ금속,404,기계공학,40401,건설기계공학과(한국생산기술연구원),G04040100120
다,대학원과정,공학계열,4,기계ㆍ금속,404,기계공학,40401,한국생산기술연구원 학・연협동과정,G04040100121
다,대학원과정,공학계열,4,기계ㆍ금속,404,기계공학,40401,기계융합기술전공,G04040100122
다,대학원과정,공학계열,4,기계ㆍ금속,404,기계공학,40401,첨단혁신제조협동과정,G04040100123
다,대학원과정,공학계열,4,기계ㆍ금속,404,기계공학,40401,환경고압기계전공,G04040100124
다,대학원과정,공학계열,4,기계ㆍ금속,404,기계공학,40401,기계디자인금형공학과,G04040100125
다,대학원과정,공학계열,4,기계ㆍ금속,404,기계공학,40401,기계디자인금형공학과(학연),G04040100126
다,대학원과정,공학계열,4,기계ㆍ금속,404,기계공학,40401,스마트생산융합시스템공학과(학연),G04040100127
다,대학원과정,공학계열,4,기계ㆍ금속,404,금속공학,40402,학.연.산협동과정 금속공학과,G04040200014
다,대학원과정,공학계열,4,기계ㆍ금속,404,자동차공학,40403,자동차ICT공학과,G04040300031
다,대학원과정,공학계열,4,기계ㆍ금속,404,자동차공학,40403,스마트카,G04040300032
다,대학원과정,공학계열,4,기계ㆍ금속,404,자동차공학,40403,미래형자동차공학전공(학과간협동과정),G04040300033
다,대학원과정,공학계열,4,기계ㆍ금속,404,자동차공학,40403,첨단기계・자동차공학전공,G04040300034
다,대학원과정,공학계열,4,전기ㆍ전자,405,전자공학,40502,바이오ICT융합공학과,G04050200128
다,대학원과정,공학계열,4,전기ㆍ전자,405,전자공학,40502,IoT전자공학과,G04050200129
다,대학원과정,공학계열,4,전기ㆍ전자,405,제어계측공학,40503,로봇융합전공,G04050300036
다,대학원과정,공학계열,4,전기ㆍ전자,405,제어계측공학,40503,IT융합지능로봇공학과,G04050300037
다,대학원과정,공학계열,4,정밀ㆍ에너지,406,에너지공학,40602,원자력・에너지시스템공학과,G04060200161
다,대학원과정,공학계열,4,정밀ㆍ에너지,406,에너지공학,40602,에너지기후융합기술학과,G04060200162
다,대학원과정,공학계열,4,정밀ㆍ에너지,406,에너지공학,40602,수소에너지안전기술공학과,G04060200163
다,대학원과정,공학계열,4,정밀ㆍ에너지,406,에너지공학,40602,기후・에너지시스템공학과,G04060200164
다,대학원과정,공학계열,4,정밀ㆍ에너지,406,에너지공학,40602,ET-GT 융합,G04060200165
다,대학원과정,공학계열,4,정밀ㆍ에너지,406,에너지공학,40602,에너지-환경 융합,G04060200166
다,대학원과정,공학계열,4,정밀ㆍ에너지,406,에너지공학,40602,융합에너지학과,G04060200167
다,대학원과정,공학계열,4,소재ㆍ재료,407,반도체ㆍ세라믹공학,40701,반도체및시스템공학과(학연산협동과정),G04070100048
다,대학원과정,공학계열,4,소재ㆍ재료,407,섬유공학,40702,섬유・신소재공학전공,G04070200023
다,대학원과정,공학계열,4,소재ㆍ재료,407,섬유공학,40702,탄소소재파이버공학과,G04070200024
다,대학원과정,공학계열,4,소재ㆍ재료,407,섬유공학,40702,탄소소재파이버공학과(학연산),G04070200025
다,대학원과정,공학계열,4,소재ㆍ재료,407,신소재공학,40703,신소재・부품공학과,G04070300109
다,대학원과정,공학계열,4,소재ㆍ재료,407,신소재공학,40703,신소재공학과(학연),G04070300110
다,대학원과정,공학계열,4,소재ㆍ재료,407,재료공학,40704,NT-IT 융합,G04070400064
다,대학원과정,공학계열,4,소재ㆍ재료,407,재료공학,40704,나노-정보 융합,G04070400065
다,대학원과정,공학계열,4,소재ㆍ재료,407,재료공학,40704,재료화학공학과,G04070400066
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,전산학ㆍ컴퓨터공학,40801,뉴미디어학부 미디어공학전공,G04080100151
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,전산학ㆍ컴퓨터공학,40801,컴퓨터과학과(공학),G04080100152
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,전산학ㆍ컴퓨터공학,40801,교육과미디어융합전공,G04080100153
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,전산학ㆍ컴퓨터공학,40801,빅데이터전공,G04080100154
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,응용소프트웨어공학,40802,지능정보시스템임베디드SW공학과,G04080200095
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,응용소프트웨어공학,40802,디지털금융공학과,G04080200096
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,응용소프트웨어공학,40802,스마트미디어학과,G04080200097
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,정보ㆍ통신공학,40803,인공지능공학과,G04080300353
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,정보ㆍ통신공학,40803,IT컨버전스학과,G04080300354
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,정보ㆍ통신공학,40803,ICT융합학과,G04080300355
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,정보ㆍ통신공학,40803,빅데이터산업보안학과,G04080300356
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,정보ㆍ통신공학,40803,국방융합공학협동과정,G04080300357
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,정보ㆍ통신공학,40803,융합IT공학과,G04080300358
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,정보ㆍ통신공학,40803,전자정보시스템공학과,G04080300359
다,대학원과정,공학계열,4,컴퓨터ㆍ통신,408,정보ㆍ통신공학,40803,융합정보기술학과,G04080300360
다,대학원과정,공학계열,4,산업공학,409,산업공학,40901,산업안전소방방재학과,G04090100135
다,대학원과정,공학계열,4,산업공학,409,산업공학,40901,품질・기술경영전공,G04090100136
다,대학원과정,공학계열,4,산업공학,409,산업공학,40901,스마트팩토리융합전공,G04090100137
다,대학원과정,공학계열,4,산업공학,409,산업공학,40901,스마트생산경영공학과,G04090100138
다,대학원과정,공학계열,4,산업공학,409,산업공학,40901,스마트팩토리학학과간협동과정,G04090100139
다,대학원과정,공학계열,4,화공,410,화학공학,41001,화학소재 및 공정,G04100100106
다,대학원과정,공학계열,4,화공,410,화학공학,41001,화학공학과(학연),G04100100107
다,대학원과정,공학계열,4,화공,410,화학공학,41001,그린화학공학과,G04100100108
다,대학원과정,공학계열,4,기타,411,기전공학,41101,로봇자동화공학과,G04110100063
다,대학원과정,공학계열,4,기타,411,기전공학,41101,메카융합공학과,G04110100064
다,대학원과정,공학계열,4,기타,411,기전공학,41101,스마트운행체공학과,G04110100065
다,대학원과정,공학계열,4,기타,411,응용공학,41102,융합기술원 융합기술학제학부,G04110200180
다,대학원과정,공학계열,4,기타,411,응용공학,41102,NBIT융합전공,G04110200181
다,대학원과정,공학계열,4,기타,411,응용공학,41102,융합디자인테크놀로지학과,G04110200182
다,대학원과정,공학계열,4,기타,411,응용공학,41102,미디어・디자인공학과,G04110200183
다,대학원과정,공학계열,4,기타,411,응용공학,41102,융합국방학과,G04110200184
다,대학원과정,공학계열,4,기타,411,응용공학,41102,창업융합학과,G04110200185
다,대학원과정,공학계열,4,기타,411,응용공학,41102,창업융합,G04110200186
다,대학원과정,공학계열,4,기타,411,응용공학,41102,지식재산융합학과,G04110200187
다,대학원과정,공학계열,4,기타,411,응용공학,41102,재난안전학학과간협동과정,G04110200188
다,대학원과정,공학계열,4,기타,411,응용공학,41102,화장품소재공학과,G04110200189
다,대학원과정,공학계열,4,기타,411,응용공학,41102,스마트융합공학과,G04110200190
다,대학원과정,공학계열,4,기타,411,응용공학,41102,융합공학과(학연산협동과정),G04110200191
다,대학원과정,공학계열,4,기타,411,응용공학,41102,소방안전학과,G04110200192
다,대학원과정,공학계열,4,기타,411,응용공학,41102,의공학-바이오소재 융합 협동과정(학연),G04110200193
다,대학원과정,공학계열,4,기타,411,응용공학,41102,화장품공학과,G04110200194
다,대학원과정,공학계열,4,기타,411,응용공학,41102,건설안전보건학과,G04110200195
다,대학원과정,공학계열,4,기타,411,응용공학,41102,공정안전관리학과,G04110200196
다,대학원과정,공학계열,4,기타,411,응용공학,41102,이노베이션공학과,G04110200197
다,대학원과정,공학계열,4,기타,411,응용공학,41102,첨단융복합공학과,G04110200198
다,대학원과정,공학계열,4,기타,411,응용공학,41102,소방안전방재학과,G04110200199
다,대학원과정,공학계열,4,기타,411,응용공학,41102,미래융합기술학과,G04110200200
다,대학원과정,공학계열,4,기타,411,응용공학,41102,건설안전학과,G04110200201
다,대학원과정,공학계열,4,기타,411,응용공학,41102,방재공학학과간협동과정,G04110200202
다,대학원과정,공학계열,4,기타,411,교양공학,41103,공학교육전공,G04110300032
다,대학원과정,자연계열,5,농림ㆍ수산,501,농업학,50101,스마트 Agro_ICT 융합학과,G05010100080
다,대학원과정,자연계열,5,농림ㆍ수산,501,농업학,50101,생약자원학과,G05010100081
다,대학원과정,자연계열,5,농림ㆍ수산,501,농업학,50101,식량자원과학과,G05010100082
다,대학원과정,자연계열,5,농림ㆍ수산,501,농업학,50101,줄기세포재생공(학연산)학과,G05010100083
다,대학원과정,자연계열,5,농림ㆍ수산,501,농업학,50101,줄기세포재생공학과,G05010100084
다,대학원과정,자연계열,5,농림ㆍ수산,501,농업학,50101,농림축산검역본부 학연산협동과정,G05010100085
다,대학원과정,자연계열,5,농림ㆍ수산,501,농업학,50101,식물바이오융합학과,G05010100086
다,대학원과정,자연계열,5,농림ㆍ수산,501,수산학,50102,수산생물복지학과,G05010200029
다,대학원과정,자연계열,5,농림ㆍ수산,501,수산학,50102,수산학부,G05010200030
다,대학원과정,자연계열,5,농림ㆍ수산,501,수산학,50102,양식기술전공,G05010200031
다,대학원과정,자연계열,5,농림ㆍ수산,501,수산학,50102,수산자원관리전공,G05010200032
다,대학원과정,자연계열,5,농림ㆍ수산,501,수산학,50102,사회과학전공,G05010200033
다,대학원과정,자연계열,5,농림ㆍ수산,501,산림ㆍ원예학,50103,목재응용과학과,G05010300053
다,대학원과정,자연계열,5,농림ㆍ수산,501,산림ㆍ원예학,50103,목재응용과학과(학연산),G05010300054
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생명과학,50201,생명・나노바이오공학과,G05020100302
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생명과학,50201,한방바이오학과,G05020100303
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생명과학,50201,생명과학,G05020100304
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생명과학,50201,Bio-Med 융합,G05020100305
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생명과학,50201,생물정보학및장수과학전공,G05020100306
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생명과학,50201,헬스테크놀로지전공,G05020100307
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생명과학,50201,암의생명과학과,G05020100308
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생명과학,50201,융합오믹스・의생명과학협동과정,G05020100309
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생명과학,50201,바이오-메디컬 융합,G05020100310
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생명과학,50201,피부응용과학협동과정,G05020100311
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,생물학,50202,"생물학과(국립생태원, 농촌진흥청)",G05020200116
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,화학,50205,화장품산업학과,G05020500038
다,대학원과정,자연계열,5,생물ㆍ화학ㆍ환경,502,화학,50205,분자과학기술전공,G05020500039
다,대학원과정,자연계열,5,생활과학,503,식품영양학,50302,커피학과,G05030200148
다,대학원과정,자연계열,5,생활과학,503,식품영양학,50302,식품생명산업학과,G05030200149
다,대학원과정,자연계열,5,생활과학,503,식품영양학,50302,농생명식품산업학과,G05030200150
다,대학원과정,자연계열,5,생활과학,503,식품영양학,50302,축산식품생명공(학연산)학과,G05030200151
다,대학원과정,자연계열,5,생활과학,503,식품영양학,50302,축산식품생명공학과,G05030200152
다,대학원과정,자연계열,5,생활과학,503,의류ㆍ의상학,50303,이미지산업학과,G05030300046
다,대학원과정,자연계열,5,생활과학,503,의류ㆍ의상학,50303,문화유산보존과학전공,G05030300047
다,대학원과정,자연계열,5,생활과학,503,교양생활과학,50304,뷰티디자인경영학과,G05030400026
다,대학원과정,자연계열,5,수학ㆍ물리 ㆍ 천문ㆍ지리,504,수학,50401,금융수학과,G05040100026
다,대학원과정,자연계열,5,수학ㆍ물리 ㆍ 천문ㆍ지리,504,물리ㆍ과학,50403,물리·천문학부,G05040300104
다,대학원과정,자연계열,5,수학ㆍ물리 ㆍ 천문ㆍ지리,504,지구ㆍ지리학,50405,기후시스템전공,G05040500037
다,대학원과정,자연계열,5,수학ㆍ물리 ㆍ 천문ㆍ지리,504,교양자연과학,50406,과학기술인문학협동과정,G05040600013
다,대학원과정,의약계열,6,의료,601,의학,60101,인문사회의학 학과간협동과정,G06010100069
다,대학원과정,의약계열,6,간호,602,간호학,60201,노인건강간호학과,G06020100046
다,대학원과정,의약계열,6,치료ㆍ보건,604,보건학,60401,환경및국제보건학과,G06040100134
다,대학원과정,의약계열,6,치료ㆍ보건,604,보건학,60401,보건안전융합과학과,G06040100135
다,대학원과정,의약계열,6,치료ㆍ보건,604,보건학,60401,보건융합학과,G06040100136
다,대학원과정,의약계열,6,치료ㆍ보건,604,보건학,60401,안전보건전문학과,G06040100137
다,대학원과정,의약계열,6,치료ㆍ보건,604,보건학,60401,암관리학과,G06040100138
다,대학원과정,의약계열,6,치료ㆍ보건,604,보건학,60401,글로벌보건안보전공,G06040100139
다,대학원과정,의약계열,6,치료ㆍ보건,604,재활학,60402,심리・행동치료학과,G06040200138
다,대학원과정,의약계열,6,치료ㆍ보건,604,재활학,60402,선수트레이닝전공,G06040200139
다,대학원과정,의약계열,6,치료ㆍ보건,604,재활학,60402,임상운동전공,G06040200140
다,대학원과정,의약계열,6,치료ㆍ보건,604,재활학,60402,청각재활학과,G06040200141
다,대학원과정,의약계열,6,치료ㆍ보건,604,재활학,60402,언어청각재활학과,G06040200142
다,대학원과정,의약계열,6,치료ㆍ보건,604,재활학,60402,심리운동학과,G06040200143
다,대학원과정,의약계열,6,치료ㆍ보건,604,재활학,60402,헬스케어매니지먼트학과,G06040200144
다,대학원과정,의약계열,6,치료ㆍ보건,604,재활학,60402,건강재활학과,G06040200145
다,대학원과정,의약계열,6,치료ㆍ보건,604,의료공학,60403,휴먼기계바이오공학부,G06040300064
다,대학원과정,의약계열,6,치료ㆍ보건,604,의료공학,60403,바이오메디컬공학협동과정,G06040300065
다,대학원과정,의약계열,6,치료ㆍ보건,604,의료공학,60403,글로벌바이오메디컬공학과,G06040300066
다,대학원과정,예체능계열,7,디자인,701,산업디자인,70102,운송디자인전공,G07010200021
다,대학원과정,예체능계열,7,디자인,701,산업디자인,70102,산업디자인과(학연산),G07010200022
다,대학원과정,예체능계열,7,디자인,701,패션디자인,70104,의상텍스타일디자인학과,G07010400023
다,대학원과정,예체능계열,7,디자인,701,기타디자인,70105,공간문화학과,G07010500252
다,대학원과정,예체능계열,7,디자인,701,기타디자인,70105,리빙아키텍쳐글라스전공,G07010500253
다,대학원과정,예체능계열,7,디자인,701,기타디자인,70105,영상・콘텐츠디자인학과,G07010500254
다,대학원과정,예체능계열,7,디자인,701,기타디자인,70105,문화예술디자인융합학과,G07010500255
다,대학원과정,예체능계열,7,디자인,701,기타디자인,70105,디자인융합,G07010500256
다,대학원과정,예체능계열,7,응용예술,702,공예,70201,세라믹아트공학과,G07020100044
다,대학원과정,예체능계열,7,응용예술,702,공예,70201,전통미술공예학과,G07020100045
다,대학원과정,예체능계열,7,응용예술,702,영상ㆍ예술,70203,뉴미디어학부 융합미디어전공,G07020300189
다,대학원과정,예체능계열,7,응용예술,702,영상ㆍ예술,70203,미디어영상학과,G07020300190
다,대학원과정,예체능계열,7,응용예술,702,영상ㆍ예술,70203,방송광고미디어공연예술학과,G07020300191
다,대학원과정,예체능계열,7,응용예술,702,영상ㆍ예술,70203,뉴미디어아트학과,G07020300192
다,대학원과정,예체능계열,7,응용예술,702,영상ㆍ예술,70203,향장예술학과,G07020300193
다,대학원과정,예체능계열,7,응용예술,702,영상ㆍ예술,70203,문화예술공연전공,G07020300194
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,보건・특수체육학과,G07030200152
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,한양방스포츠건강관리학과,G07030200153
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,골프레저경영학과,G07030200154
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠건강융합학과,G07030200155
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠재활학과,G07030200156
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠청소년지도전공,G07030200157
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,장애인체육전공,G07030200158
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠건강과학학과,G07030200159
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠융합공학학과,G07030200160
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,문화스포츠복지전공,G07030200161
다,대학원과정,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠응용산업학과,G07030200162
다,대학원과정,예체능계열,7,미술ㆍ조형,704,순수미술,70401,미술학과 서예학전공,G07040100050
다,대학원과정,예체능계열,7,미술ㆍ조형,704,순수미술,70401,글로벌파인아트학과,G07040100051
다,대학원과정,예체능계열,7,미술ㆍ조형,704,조형,70403,창업조형학과,G07040300034
다,대학원과정,예체능계열,7,연극ㆍ영화,705,연극ㆍ영화,70501,공연콘텐츠학과,G07050100041
다,대학원과정,예체능계열,7,음악,706,기타음악,70606,컨템퍼러리뮤직학과,G07060600043
다,대학원과정,예체능계열,7,음악,706,기타음악,70606,합창지휘학과,G07060600044
다,대학원과정,예체능계열,7,음악,706,기타음악,70606,신학과(교회음악과정),G07060600045
다,대학원과정,예체능계열,7,음악,706,기타음악,70606,음악테크놀러지학과,G07060600046
다,대학원과정,예체능계열,7,음악,706,기타음악,70606,뮤지컬·실용음악학과,G07060600047
다,대학원과정,예체능계열,7,음악,706,기타음악,70606,뮤직테크놀로지전공,G07060600048
다,대학원과정,예체능계열,7,음악,706,기타음악,70606,글로벌뮤직학과,G07060600049
